Counties,State,OATS 2017,SOYBEANS 2017,WHEAT 2017,CORN 2017,OATS 2012,SOYBEANS 2012,WHEAT 2012,CORN 2012,OATS 2007,SOYBEANS 2007,WHEAT 2007,CORN 2007,OATS 2002,SOYBEANS 2002,WHEAT 2002,CORN 2002,OATS 1997,SOYBEANS 1997,WHEAT 1997,CORN 1997
Logan ,Ohio,12887,4226146,311634,11630040,35634,3924388,303770,9403920,5599,3621685,477897,9979480,10683,2335656,520086,4248208,73560,3135742,824217,7461699
Louisa ,Iowa,6445,3853437,,16939155,64587,2699123,,10213259,9036,2258415,17487,13015586,35554,3026369,15250,11945599,44706,3032684,12915,9603245
Lucas ,Iowa,7805,1172134,,3259993,17991,864759,2400,1753857,16792,634037,,2417371,82816,778143,,2964925,96936,1074802,,2966656
Lyon ,Iowa,29897,7485976,7000,35997363,23742,5977576,,27904172,45722,5876581,11796,24490445,148658,6420553,,20460665,195981,6136855,11320,18361270
Lyon ,Minnesota,46625,7848062,155912,32869877,28729,6162957,109455,28543279,116762,6815054,200259,29389530,114847,6961259,157004,23788712,110227,6000455,147915,17745178
Mackinac ,Michigan,10225,,,,20390,,17475,2493,11440,,,,6794,,1050,,14854,,3430,
Macomb ,Michigan,11333,1357327,134453,2454366,9800,1065215,178984,2391540,14826,713469,108238,1375709,43236,925931,167721,1109660,13624,859189,232480,1287633
Macon ,Illinois,8042,8401383,84185,27239809,1290,5617917,47812,18822679,,4867237,78240,32821007,15294,6704691,15270,19631055,10302,6385035,66436,22122530
Madera ,California,15128,,182899,127361,105126,,313134,424109,191176,,377522,316325,117583,,1093704,944723,102297,,1165598,1207037
Madison ,Iowa,15310,3465732,1710,10456013,6180,2443319,,7438773,18604,3030183,,10877638,53815,2895644,,9157276,71218,2797025,5498,8427410
Mahaska ,Iowa,14628,4980530,,21282486,21751,4750841,,16298811,16025,4092521,14770,19538622,90520,4695297,,18748492,169686,4618933,5810,15985077
Mahoning ,Ohio,10628,713583,199662,2088903,90351,808887,129716,1990899,83936,497494,139938,1668288,103606,349362,219238,820396,141116,337450,126444,1447767
Mercer ,Missouri,8472,1273271,39210,2831657,770,807157,47175,944893,7100,789604,9824,2080411,12048,872063,6108,1604958,6496,919040,39623,1469675
Luce ,Michigan,,,,,,,,,,,,,,,,,6837,,,4270
